"Supplementary Table 1. Data on individual collared flycatcher song repertoires recorded in the Pilis Mountains, Hungary. The table contains information on the year a given recording was made (year), the song recordings' ID (recID), the individuals' ring number (ring) and the universally decoded syllable type IDs (univ_syll_types) that make it available to compare repertoires within- and between-individuals. Where the ring numbers are not available, distinction between individual repertoires can be made with the help of the recordings' ID.",,,,,,,
,,,,,,,
,,,,,,,
year,recID,ring,univ_syll_type,,,,
2000,2000_15,L65861,82,,,,
2000,2000_15,L65861,1042,,,,
2000,2000_15,L65861,1846,,,,
2000,2000_15,L65861,399,,,,
2000,2000_15,L65861,859,,,,
2000,2000_15,L65861,1893,,,,
2000,2000_15,L65861,143,,,,
2000,2000_15,L65861,622,,,,
2000,2000_15,L65861,143,,,,
2000,2000_15,L65861,1460,,,,
2000,2000_15,L65861,321,,,,
2000,2000_15,L65861,494,,,,
2000,2000_15,L65861,494,,,,
2000,2000_15,L65861,2057,,,,
2000,2000_15,L65861,2155,,,,
2000,2000_15,L65861,1177,,,,
2000,2000_15,L65861,790,,,,
2000,2000_15,L65861,399,,,,
2000,2000_15,L65861,306,,,,
2000,2000_15,L65861,1482,,,,
2000,2000_15,L65861,1739,,,,
2000,2000_15,L65861,1190,,,,
2000,2000_15,L65861,143,,,,
2000,2000_15,L65861,1846,,,,
2000,2000_15,L65861,1042,,,,
2000,2000_15,L65861,1675,,,,
2000,2000_15,L65861,772,,,,
2000,2000_15,L65861,1743,,,,
2000,2000_15,L65861,1846,,,,
2000,2000_15,L65861,1329,,,,
2000,2000_15,L65861,67,,,,
2000,2000_15,L65861,399,,,,
2000,2000_15,L65861,1893,,,,
2000,2000_15,L65861,2124,,,,
2000,2000_15,L65861,2057,,,,
2000,2000_15,L65861,31,,,,
2000,2000_15,L65861,321,,,,
2000,2000_15,L65861,1460,,,,
2000,2000_15,L65861,2398,,,,
2000,2000_15,L65861,1747,,,,
2000,2000_15,L65861,2155,,,,
2000,2000_15,L65861,1747,,,,
2000,2000_15,L65861,1177,,,,
2000,2000_15,L65861,2057,,,,
2000,2000_15,L65861,1177,,,,
2000,2000_15,L65861,1177,,,,
2000,2000_15,L65861,493,,,,
2000,2000_15,L65861,67,,,,
2000,2000_15,L65861,772,,,,
2000,2000_15,L65861,67,,,,
2000,2000_15,L65861,772,,,,
2000,2000_15,L65861,1460,,,,
2000,2000_15,L65861,622,,,,
2000,2000_15,L65861,1259,,,,
2000,2000_15,L65861,1739,,,,
2000,2000_15,L65861,859,,,,
2000,2000_15,L65861,2024,,,,
2000,2000_15,L65861,2024,,,,
2000,2000_15,L65861,859,,,,
2000,2000_15,L65861,1747,,,,
2000,2000_15,L65861,1042,,,,
2000,2000_15,L65861,1460,,,,
2000,2000_15,L65861,1460,,,,
2000,2000_15,L65861,67,,,,
2000,2000_15,L65861,1846,,,,
2000,2000_15,L65861,772,,,,
2000,2000_15,L65861,494,,,,
2000,2000_15,L65861,82,,,,
2000,2000_15,L65861,1501,,,,
2000,2000_15,L65861,493,,,,
2000,2000_17,T06441,2044,,,,
2000,2000_17,T06441,1743,,,,
2000,2000_17,T06441,772,,,,
2000,2000_17,T06441,1838,,,,
2000,2000_17,T06441,69,,,,
2000,2000_17,T06441,772,,,,
2000,2000_17,T06441,2044,,,,
2000,2000_17,T06441,1743,,,,
2000,2000_17,T06441,2044,,,,
2000,2000_17,T06441,2044,,,,
2000,2000_17,T06441,1838,,,,
2000,2000_17,T06441,467,,,,
2000,2000_17,T06441,1743,,,,
2000,2000_17,T06441,2253,,,,
2000,2000_17,T06441,566,,,,
2000,2000_17,T06441,247,,,,
2000,2000_17,T06441,69,,,,
2000,2000_17,T06441,688,,,,
2000,2000_17,T06441,2256,,,,
2000,2000_17,T06441,69,,,,
2000,2000_17,T06441,1743,,,,
2000,2000_17,T06441,772,,,,
2000,2000_17,T06441,1998,,,,
2000,2000_17,T06441,1846,,,,
2000,2000_17,T06441,1743,,,,
2000,2000_17,T06441,772,,,,
2000,2000_17,T06441,467,,,,
2000,2000_17,T06441,82,,,,
2000,2000_17,T06441,772,,,,
2000,2000_17,T06441,1169,,,,
2000,2000_17,T06441,399,,,,
2000,2000_17,T06441,2253,,,,
2000,2000_17,T06441,2044,,,,
2000,2000_17,T06441,467,,,,
2000,2000_17,T06441,1661,,,,
2000,2000_17,T06441,2044,,,,
2000,2000_17,T06441,2044,,,,
2000,2000_17,T06441,1851,,,,
2000,2000_17,T06441,1851,,,,
2000,2000_17,T06441,467,,,,
2000,2000_17,T06441,2044,,,,
2000,2000_17,T06441,266,,,,
2000,2000_17,T06441,116,,,,
2000,2000_17,T06441,594,,,,
2000,2000_17,T06441,2044,,,,
2000,2000_17,T06441,1851,,,,
2000,2000_17,T06441,467,,,,
2000,2000_17,T06441,69,,,,
2000,2000_17,T06441,2044,,,,
2000,2000_17,T06441,2044,,,,
2000,2000_17,T06441,566,,,,
2000,2000_17,T06441,69,,,,
2000,2000_17,T06441,247,,,,
2000,2000_17,T06441,1851,,,,
2000,2000_17,T06441,250,,,,
2000,2000_17,T06441,1399,,,,
2000,2000_17,T06441,566,,,,
2000,2000_17,T06441,1743,,,,
2000,2000_17,T06441,2044,,,,
2000,2000_17,T06441,1846,,,,
2000,2000_17,T06441,1743,,,,
2000,2000_17,T06441,1998,,,,
2000,2000_17,T06441,1846,,,,
2000,2000_17,T06441,397,,,,
2000,2000_17,T06441,566,,,,
2000,2000_17,T06441,1851,,,,
2000,2000_17,T06441,772,,,,
2000,2000_17,T06441,808,,,,
2000,2000_17,T06441,1399,,,,
2000,2000_17,T06441,1661,,,,
2000,2000_17,T06441,247,,,,
2000,2000_17,T06441,2351,,,,
2000,2000_17,T06441,250,,,,
2000,2000_17,T06441,1846,,,,
2000,2000_17,T06441,1743,,,,
2000,2000_17,T06441,2329,,,,
2000,2000_17,T06441,2265,,,,
2000,2000_17,T06441,772,,,,
2000,2000_17,T06441,688,,,,
2000,2000_17,T06441,1912,,,,
2000,2000_17,T06441,1846,,,,
2000,2000_17,T06441,2265,,,,
2000,2000_17,T06441,467,,,,
2000,2000_17,T06441,82,,,,
2000,2000_17,T06441,494,,,,
